--------- beginning of /dev/log/system
07-14 12:14:51.338 W/ActivityManager(  374):   Force finishing activity com.android.packageinstaller/.PackageInstallerActivity
07-14 12:14:51.580 W/ActivityManager(  374):   Force finishing activity com.pekall.emdm/.market.activity.AppListActivity
07-14 12:14:52.080 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42e8dd90 u0 com.android.packageinstaller/.PackageInstallerActivity}
07-14 12:54:54.877 D/CallLogAdapter( 3494): quickContactView.number=============13220164537
07-14 12:54:54.885 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:54.908 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:54.932 E/CursorWindow( 3494): Failed to read row 1, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:54.932 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 1, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:54.940 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:54.940 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:54.940 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:54.955 D/CallLogAdapter( 3494): quickContactView.number=============01056299605
07-14 12:54:54.955 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:54.955 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:54.963 E/CursorWindow( 3494): Failed to read row 4, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:54.963 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 4, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:54.963 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:54.963 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:54.971 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:54.979 D/CallLogAdapter( 3494): quickContactView.number=============13263318053
07-14 12:54:54.979 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:54.987 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:54.994 E/CursorWindow( 3494): Failed to read row 5, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:54.994 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 5, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:54.994 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:55.002 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:55.010 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:55.033 D/CallLogAdapter( 3494): quickContactView.number=============13522849951
07-14 12:54:55.033 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:55.033 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:55.057 E/CursorWindow( 3494): Failed to read row 6, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:55.057 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 6, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:55.065 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:55.065 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:55.065 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:55.119 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
07-14 12:54:55.119 D/CallLogAdapter( 3494): quickContactView.number=============15010093591
07-14 12:54:55.127 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:55.127 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:55.221 D/AndroidRuntime( 9846): 
07-14 12:54:55.221 D/AndroidRuntime( 9846): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
07-14 12:54:55.221 D/AndroidRuntime( 9846): CheckJNI is OFF
07-14 12:54:55.229 D/dalvikvm( 9846): Trying to load lib libjavacore.so 0x0
07-14 12:54:55.237 D/dalvikvm( 9846): Added shared lib libjavacore.so 0x0
07-14 12:54:55.252 D/dalvikvm( 9846): Trying to load lib libnativehelper.so 0x0
07-14 12:54:55.252 D/dalvikvm( 9846): Added shared lib libnativehelper.so 0x0
07-14 12:54:55.494 D/AndroidRuntime( 9846): Calling main entry com.qihoo360.powerctl.root.app.App
07-14 12:54:55.494 D/AndroidRuntime( 9846): Shutting down VM
07-14 12:54:55.502 D/dalvikvm( 9846): GC_CONCURRENT freed 115K, 21% free 467K/592K, paused 0ms+0ms, total 5ms
07-14 12:54:55.830 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 374
07-14 12:54:55.924 D/dalvikvm(  374): GC_FOR_ALLOC freed 2330K, 30% free 19293K/27524K, paused 94ms, total 95ms
07-14 12:54:55.932 D/MdmApplication( 3494): [null:-1]->onActivityPaused contacts.activities.DialtactsActivity , mActivityCount = 3
07-14 12:54:55.932 D/MDM :   ( 3494): [null:-1]->query
07-14 12:54:55.940 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:54:55.940 E/Mdm     ( 3494): Call Mdm service's setLastExitTime function
07-14 12:54:56.018 D/dalvikvm( 6152): GC_FOR_ALLOC freed 429K, 7% free 9371K/10072K, paused 26ms, total 26ms
07-14 12:54:56.682 W/ResourceType(  595): No known package when getting name for resource number 0x9c020000
07-14 12:54:56.682 W/ResourceType(  595): No known package when getting name for resource number 0x9c020002
07-14 12:54:56.729 W/ResourceType(  595): No known package when getting name for resource number 0x9b000000
07-14 12:54:56.729 W/ResourceType(  595): No known package when getting name for resource number 0x9b010100
07-14 12:54:56.729 W/ResourceType(  595): No known package when getting name for resource number 0x9b030300
07-14 12:54:56.737 W/ResourceType(  595): No known package when getting name for resource number 0x9b040400
07-14 12:54:56.737 I/QueryController( 9806): Matched selector: UiSelector[DESCRIPTION=应用, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@1fe6e; boundsInParent: Rect(524232, 0 - 524360, 128); boundsInScreen: Rect(296, 1040 - 424, 1168); packageName: com.android.launcher; className: android.widget.TextView; text: null; contentDescription: 应用; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
07-14 12:54:56.737 D/InteractionController( 9806): clickAndWaitForNewWindow(360, 1104)
07-14 12:54:57.612 I/QueryController( 9806): Matched selector: UiSelector[TEXT=京联云企业移动办公] <<==>> [android.view.accessibility.AccessibilityNodeInfo@6c634; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 958 - 164, 1142); packageName: com.android.launcher; className: android.widget.TextView; text: 京联云企业移动办公; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:54:57.643 I/QueryController( 9806): Matched selector: UiSelector[TEXT=京联云企业移动办公] <<==>> [android.view.accessibility.AccessibilityNodeInfo@6c634; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 958 - 164, 1142); packageName: com.android.launcher; className: android.widget.TextView; text: 京联云企业移动办公; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:54:57.658 D/InteractionController( 9806): clickAndWaitForNewWindow(90, 1050)
07-14 12:54:57.807 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm/.ui.SplashActivity} from pid 595
07-14 12:54:57.963 D/dalvikvm(  374): GC_FOR_ALLOC freed 732K, 30% free 19385K/27524K, paused 96ms, total 96ms
07-14 12:54:58.057 D/dalvikvm(  374): GC_FOR_ALLOC freed 751K, 31% free 19006K/27524K, paused 91ms, total 91ms
07-14 12:54:58.096 D/MdmApplication( 3494): [null:-1]->onActivityStarted contacts.activities.DialtactsActivity , mActivityCount = 2
07-14 12:54:58.096 D/MDM :   ( 3494): [null:-1]->query
07-14 12:54:58.096 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:54:58.104 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:58.119 V/PhoneStatusBar(  450): setLightsOn(true)
07-14 12:54:58.174 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:54:58.174 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:54:58.174 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:54:58.182 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:54:58.182 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:54:58.182 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:54:58.182 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:54:58.198 E/CursorWindow( 3494): Failed to read row 0, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:58.198 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 0, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:58.198 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:58.198 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:58.198 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:58.205 D/CallLogAdapter( 3494): quickContactView.number=============13220164537
07-14 12:54:58.205 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:58.205 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:58.221 E/CursorWindow( 3494): Failed to read row 1, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:58.221 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 1, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:58.221 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:58.221 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:58.221 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:58.229 D/CallLogAdapter( 3494): quickContactView.number=============01056299605
07-14 12:54:58.229 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:58.237 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:58.237 E/CursorWindow( 3494): Failed to read row 4, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:58.237 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 4, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:58.237 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:58.237 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:58.237 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:58.252 D/CallLogAdapter( 3494): quickContactView.number=============13263318053
07-14 12:54:58.252 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:58.252 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:58.260 E/CursorWindow( 3494): Failed to read row 5, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:58.260 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 5, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:58.260 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:58.260 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:58.260 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:58.268 D/CallLogAdapter( 3494): quickContactView.number=============13522849951
07-14 12:54:58.268 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:58.268 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:58.276 E/CursorWindow( 3494): Failed to read row 6, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:54:58.283 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 6, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:54:58.283 D/CallLogAdapter( 3494): ======no department find======
07-14 12:54:58.283 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:54:58.283 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:54:58.291 D/CallLogAdapter( 3494): quickContactView.number=============15010093591
07-14 12:54:58.291 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:54:58.291 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:54:58.893 I/QueryController( 9806): Matched selector: UiSelector[PACKAGE NAME=com.pekall.emdm] <<==>> [android.view.accessibility.AccessibilityNodeInfo@318d29; boundsInParent: Rect(0, 0 - 720, 1184); boundsInScreen: Rect(0, 0 - 720, 1184); packageName: com.pekall.emdm; className: android.widget.FrameLayout; text: null; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS]]
07-14 12:54:59.104 D/dalvikvm(  374): GC_FOR_ALLOC freed 403K, 30% free 19378K/27524K, paused 93ms, total 93ms
07-14 12:54:59.198 D/dalvikvm(  374): GC_FOR_ALLOC freed 751K, 31% free 18998K/27524K, paused 89ms, total 89ms
07-14 12:54:59.205 D/MdmApplication( 3494): [null:-1]->onActivityPaused contacts.activities.DialtactsActivity , mActivityCount = 3
07-14 12:54:59.205 D/MDM :   ( 3494): [null:-1]->query
07-14 12:54:59.205 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:54:59.205 E/Mdm     ( 3494): Call Mdm service's setLastExitTime function
07-14 12:54:59.229 D/MdmApplication( 3494): [null:-1]->onActivityStarted ui.MainActivity , mActivityCount = 2
07-14 12:54:59.229 D/MDM :   ( 3494): [null:-1]->query
07-14 12:54:59.237 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:54:59.830 D/AssistantCallLogFragment( 3494): [---null: -1---]onDestroyView==============
07-14 12:54:59.838 D/DefaultContactBrowseListFragment( 3494): onDestroyView==============
07-14 12:55:00.205 W/InteractionController( 9806): runAndwaitForEvent timedout waiting for events
07-14 12:55:00.244 I/QueryController( 9806): Matched selector: UiSelector[TEXT=应用列表, CLASS=android.widget.TextView] <<==>> [android.view.accessibility.AccessibilityNodeInfo@2762ea; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(376, 572 - 524, 756); packageName: com.pekall.emdm; className: android.widget.TextView; text: 应用列表; contentDescription: null; viewIdResName: com.pekall.emdm:id/application_icon_content; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:55:00.268 I/QueryController( 9806): Matched selector: UiSelector[TEXT=文档中心, CLASS=android.widget.TextView] <<==>> [android.view.accessibility.AccessibilityNodeInfo@275b68; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 572 - 164, 756); packageName: com.pekall.emdm; className: android.widget.TextView; text: 文档中心; contentDescription: null; viewIdResName: com.pekall.emdm:id/application_icon_content; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:55:00.291 I/QueryController( 9806): Matched selector: UiSelector[TEXT=应用列表, CLASS=android.widget.TextView] <<==>> [android.view.accessibility.AccessibilityNodeInfo@2762ea; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(376, 572 - 524, 756); packageName: com.pekall.emdm; className: android.widget.TextView; text: 应用列表; contentDescription: null; viewIdResName: com.pekall.emdm:id/application_icon_content; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:55:00.291 D/InteractionController( 9806): clickAndWaitForNewWindow(450, 664)
07-14 12:55:00.471 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.market.activity.AppListActivity} from pid 3494
07-14 12:55:00.604 D/dalvikvm(  374): GC_FOR_ALLOC freed 507K, 30% free 19374K/27524K, paused 84ms, total 84ms
07-14 12:55:00.698 D/dalvikvm(  374): GC_FOR_ALLOC freed 749K, 31% free 18996K/27524K, paused 86ms, total 86ms
07-14 12:55:00.705 D/MdmApplication( 3494): [null:-1]->onActivityPaused ui.MainActivity , mActivityCount = 3
07-14 12:55:00.705 D/MDM :   ( 3494): [null:-1]->query
07-14 12:55:00.705 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:55:00.705 E/Mdm     ( 3494): Call Mdm service's setLastExitTime function
07-14 12:55:00.776 D/MdmApplication( 3494): [null:-1]->onActivityStarted market.activity.AppListActivity , mActivityCount = 2
07-14 12:55:00.776 D/MDM :   ( 3494): [null:-1]->query
07-14 12:55:00.776 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:55:00.799 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM app WHERE type = 51107
07-14 12:55:00.799 D/DB      ( 3494): factory null
07-14 12:55:00.807 D/DB      ( 3494): fillWindow: 0
07-14 12:55:00.807 D/DB      ( 3494): cursor 0
07-14 12:55:00.807 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM app WHERE type = 51106
07-14 12:55:00.807 D/DB      ( 3494): factory null
07-14 12:55:00.807 D/DB      ( 3494): fillWindow: 0
07-14 12:55:00.807 D/DB      ( 3494): cursor 1
07-14 12:55:00.908 D/DB      ( 3494): moveToPos: 0
07-14 12:55:00.908 D/DB      ( 3494): onMove: 0
07-14 12:55:00.916 D/DB      ( 3494): moveToPos: 1
07-14 12:55:00.994 I/ActivityManager(  374): Displayed com.pekall.emdm/.market.activity.AppListActivity: +273ms
07-14 12:55:01.651 I/QueryController( 9806): Matched selector: UiSelector[TEXT=企业应用, CLASS=android.widget.TextView] <<==>> [android.view.accessibility.AccessibilityNodeInfo@330fd4; boundsInParent: Rect(0, 0 - 144, 48); boundsInScreen: Rect(108, 170 - 252, 218); packageName: com.pekall.emdm; className: android.widget.TextView; text: 企业应用; contentDescription: null; viewIdResName: com.pekall.emdm:id/market_tab_text; checkable: false; checked: false; focusable: false; focused: false; selected: true; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:55:01.658 D/InteractionController( 9806): clickAndWaitForNewWindow(180, 194)
07-14 12:55:04.783 W/InteractionController( 9806): runAndwaitForEvent timedout waiting for events
07-14 12:55:06.940 D/dalvikvm( 9806): GC_FOR_ALLOC freed 7541K, 93% free 649K/8192K, paused 36ms, total 36ms
07-14 12:55:07.080 D/dalvikvm( 9806): GC_CONCURRENT freed 420K, 93% free 640K/8192K, paused 1ms+1ms, total 8ms
07-14 12:55:07.213 D/dalvikvm( 9806): GC_CONCURRENT freed 404K, 93% free 625K/8192K, paused 0ms+1ms, total 8ms
07-14 12:55:07.346 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 11ms
07-14 12:55:07.471 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:07.604 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:07.737 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:07.869 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:08.002 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:08.127 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:08.260 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:08.393 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 8ms
07-14 12:55:08.518 D/dalvikvm( 9806): GC_CONCURRENT freed 392K, 77% free 621K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:08.651 D/dalvikvm( 9806): GC_CONCURRENT freed 386K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:08.783 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:08.916 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:09.041 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:09.174 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:09.307 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:09.448 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:09.580 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+2ms, total 7ms
07-14 12:55:09.713 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:09.846 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 625K/2652K, paused 2ms+0ms, total 8ms
07-14 12:55:09.979 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:10.112 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:10.237 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:10.369 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:10.502 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:10.635 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:10.783 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:10.885 D/dalvikvm( 3494): GC_CONCURRENT freed 4566K, 18% free 22667K/27332K, paused 6ms+20ms, total 173ms
07-14 12:55:10.885 W/CursorWrapperInner( 3494): Cursor finalized without prior close()
07-14 12:55:10.885 W/CursorWrapperInner( 3494): Cursor finalized without prior close()
07-14 12:55:10.893 W/CursorWrapperInner( 3494): Cursor finalized without prior close()
07-14 12:55:10.971 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:11.112 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 2ms+0ms, total 8ms
07-14 12:55:11.244 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 625K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:11.377 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:11.510 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:11.643 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:11.776 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:11.908 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 625K/2652K, paused 2ms+0ms, total 8ms
07-14 12:55:12.049 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:12.174 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:12.307 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 625K/2652K, paused 0ms+1ms, total 6ms
